Name,Common Names,Scientific Name,Family,Toxicity,Toxic Principles,Clinical Signs,URL,Image URL
"Hawaiian Ti","","Giant Dracaena","Agavaceae","Dogs; Cats","Saponins","Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/hawaiian-ti","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/hawaiian-ti.jpg?itok=2l6U33Y5"
"Hellebore","","Helleborus niger","Ranunculaceae","Dogs; Cats","Bufadienolides, glycosides, veratrin and prtoanemonin","Drooling, abdominal pain and diarrhea, colic, depression.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/hellebore","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/christmas-rose-r.jpg?itok=y0h96g6w"
"Heavenly Bamboo","","Nandina domestica","Berberidaceae","Dogs; Cats","Cyanogenic glycosides","Weakness, incoordination, seizures, coma, respiratory failure, death (rare in pets).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/heavenly-bamboo","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/nandina_domestica_heavenly_bamboo-300x200.jpg?itok=FdWpcgz6"
"Hills of Snow","","Hydrangea arborescens","Hydrangeaceae","Dogs; Cats","Cyanogenic glycoside","Vomiting, depression, diarrhea. Cyanide intoxication is rare - usually produces more of a gastrointestinal disturbance.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/hills-snow","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/hydrangea-r.jpg?itok=alxsQZTf"
"Hercules' Club","","Aralia spinosa","Araliaceae","Dogs; Cats","Araliin","Skin and oral irritation, hypersalivation, vomiting, diarrhea","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/hercules-club","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/angelica-tree-r.jpg?itok=nXFNu3-q"
"Hops","","Humulus lupulus","Cannabidaceae","Dogs","Unknown","Dogs: panting, high body temperature, seizures, death.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/hops","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/hops-1-r.jpg?itok=0__Z5Ed9"
"Holly","","Ilex opaca","Aquifoliaceae","Dogs; Cats","saponins","Vomiting, diarrhea and depression. Leaves and berries are low toxicity.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/holly","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/holly-r.jpg?itok=3pSFP7ea"
"Horsehead Philodendron","","Philodendron bipennifolium","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/horsehead-philodendron","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/horsehead_philodendron.jpg?itok=ZlId-65l"
"Horse Chestnut","","Aesculus glabra","Sapindaceae","Dogs; Cats","Aesculin (a glycosidic saponin), other saponins","Severe vomiting and diarrhea, depression or excitement, dilated pupils, weakness, unsteadiness, depression, seizures, coma","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/horse-chestnut","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/aesculus_glabra_horse_chestnut-300x200.jpg?itok=1H_RI6ds"
"Hortensia","","Hydrangea arborescens","Hydrangeaceae","Dogs; Cats","Cyanogenic glycoside","Vomiting, depression, diarrhea. Cyanide intoxication is rare - usually produces more of a gastrointestinal disturbance.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/hortensia","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/hydrangea-r.jpg?itok=alxsQZTf"
"Horseweed","","Erigeron speciosus","Asteraceae","Dogs; Cats","Unknown","Mild vomiting, diarrhea.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/horseweed","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/seaside-daisy-r.jpg?itok=XFtEj0zt"
"Hurricane Plant","","Monstera deliciosa","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/hurricane-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cutleaf-philodendron-r.jpg?itok=b_38EQmR"
"Hosta","","Hosta plataginea","Liliaceae","Dogs; Cats","Saponins","Vomiting, diarrhea, depression.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/hosta","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/hosta-r.jpg?itok=hj37R8UO"
"Hyacinth","","Hyacinthus orientalis","Liliaceae","Dogs; Cats","Possibly narcissus-like alkaloids","Intense vomiting, diarrhea, occassionally with blood, depression and tremors.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/hyacinth","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/hyacinth-r.jpg?itok=2FwxWCFi"
"Hydrangea","","Hydrangea arborescens","Hydrangeaceae","Dogs; Cats","Cyanogenic glycoside","Vomiting, depression, diarrhea. Cyanide intoxication is rare - usually produces more of a gastrointestinal disturbance.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/hydrangea","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/hydrangea-2-r.jpg?itok=KmzCF9mO"
"Impala Lily","","Adenium obesum","Apocynaceae","Dogs; Cats","Digitalis like glycosides","Vomiting, diarrhea, anorexia, depression, irregular heart beat, death","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/impala-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/impala-lily.jpg?itok=3Td5xJwp"
"Inch Plant","","Tradescantia flumeninsis","Commelinaceae","Dogs; Cats","","Dermatitis","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/inch-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/inch-plant.jpg?itok=wwJrwlBS"
"Indian Borage","","Coleus ampoinicus","Labiatae","Dogs; Cats","Essential Oils","Vomiting, diarrhea, depression, anorexia, occasionally bloody diarrhea or vomiting","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/indian-borage","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/spanish-thyme-r.jpg?itok=PlNasuCX"
"Indian Apple","","Podophyllum peltatum","Berberidaceae","Dogs; Cats","Podophyllin","Vomiting, diarrhea, lethargy, panting, coma (rare); dermal - redness, skin ulcers.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/indian-apple","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/americanmandrake.jpg?itok=Tk-dK_CN"
"Indian Hemp","","Apocynum androsaemifolium","Apocynaceae","Dogs; Cats","Cardenolides","Diarrhea (possibly with blood), slow heart rate, weakness","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/indian-hemp","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bitter-root-r_0.jpg?itok=Eo6eNozI"
"Indian Hemp","","Cannabis sativa","Cannabaceae","Dogs; Cats","Delta-9-THC (tetrahydrocannabinol)","Prolonged depression, vomiting, incoordination, sleepiness or excitation, hypersalivaton, dilated pupils, low blood pressure, low body temperature, seizure, coma, death (rare)","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/indian-hemp-0","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/indian_hemp_cannabis_sativa-300x200_0.jpg?itok=P65ZOR0b"
"Indian Rubber Plant","","Ficus benjamina","Moraceae","Dogs; Cats","Proteolytic enzyme (ficin), psoralen (ficusin)","","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/indian-rubber-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/indian-rubber-plant-r.jpg?itok=lzXXOH-s"
"Indian Pink","","Lobelia cardinalis","Campanulaceae","Dogs; Cats","Lobeline","Depression, diarrhea, vomiting, excessive salivation, abdominal pain, heart rhythm disturbances.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/indian-pink","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/lobelia-r.jpg?itok=giILMF8f"
"Inkberry","","Ilex opaca","Aquifoliaceae","Dogs; Cats","saponins","Vomiting, diarrhea and depression. Leaves and berries are low toxicity.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/inkberry","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/ilex_opaca_inkberry-300x200.jpg?itok=Khp2TpmX"
"Iris","","Iris species","Iridaceae","Dogs; Cats","Pentacylic terpenoids (zeorin, missourin and missouriensin)","Salivation, vomiting, drooling,lethargy, diarrhea. Highest concentration in rhizomes.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/iris","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/iris-1-r.jpg?itok=RuaNhCxv"
"Iron Cross Begonia","","Begonia masoniana","","Dogs; Cats","Soluble calcium oxalates","Kidney failure (in grazing animals), vomiting, salivation in dogs/cats. Most toxic part is underground.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/iron-cross-begonia","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/iron-cross-begonia.jpg?itok=mgXIbrV7"
"Ivy Arum","","Epipremnum aureum","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/ivy-arum","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/ivy-arum.jpg?itok=SOHUnguu"
"Jack-in-the-pulpit","","Arisaema triphyllum","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, pain and swelling of mouth, tongue and lips, excessive drooling, vomiting (not horses), difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/jack-pulpit","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/jack-in-the-pulpit-r.jpg?itok=WAbS6f4V"
"Jade Plant","","Crassula argentea","Crassulaceae","Dogs; Cats","Unknown","Vomiting, depression, incoordination","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/jade-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/jade-r.jpg?itok=FXH9yi89"
"Jerusalem Cherry","","Solanum pseudocapsicum","Solanaceae","Dogs; Cats","Solanine","Gastrointestinal disturbances, possible ulceration of the gastrointestinal system, seizures, depression, respiratory depression, and shock.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/jerusalem-cherry","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/jerusalem-cherry-r.jpg?itok=sF7s9elJ"
"Japanese Yew","","Taxus sp.","Taxaceae","Dogs; Cats","Taxine A and B, Volatile oil","Tremors, difficulty breathing, vomiting, seizures (dogs), sudden death from acute heart failure. Early signs: muscular tremors, dyspnea, seizures in dogs.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/japanese-yew","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/japanese-yew-r.jpg?itok=EaETXdIS"
"Jerusalem Oak","","Ambrosia mexicana","Chenopodiaceae","Dogs; Cats","Sesquiterpene lactones","Vomiting, anorexia, depression","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/jerusalem-oak","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/ambrosia_mexicana_jerusalem_oak-300x200.jpg?itok=Pu2Bh19w"
"Jonquil","","Narcissus jonquilla","Amaryllidaceae","Dogs; Cats","Lycorine and other alkaloids","Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/jonquil","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/narcissus_jonquilla_jonquils-300x200.jpg?itok=htsT4iKy"
"Kalanchoe","","Kalanchoe spp","Crassulaceae","Dogs; Cats","Bufodienolides","Vomiting, diarrhea, abnormal heart rhythm (rare).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/kalanchoe","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/kalanchoe-r.jpg?itok=eKpEcyvY"
"Kaffir Lily","","Clivia minata","Amaryllidaceae","Dogs; Cats","Lycorine and other alkaloids","Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/kaffir-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/kaffir-lily-r.jpg?itok=JoGwMhft"
"Klamath Weed","","Hypericum perforatum","Clusiaceae","Dogs; Cats","Hypericin","Photosensitization (ulcerative and exudative dermatitis).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/klamath-weed","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/klamath-weed-r.jpg?itok=twwQXqNP"
"Kiss-me-quick","","Brunfelsia species","Solanaceae","Dogs; Cats","Brunfelsamidine","Tremors, seizures (for several days), diarrhea, vomiting, hypersalivation, lethargy, incoordination, coughing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/kiss-me-quick","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/yesterday-today-tomorrow-r_0.jpg?itok=WpATQ7k4"
"Kudu Lily","","Adenium obesum","Apocynaceae","Dogs; Cats","Digitalis like glycosides","Vomiting, diarrhea, anorexia, depression, irregular heart beat, death","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/kudu-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/desert-azalea-r_0.jpg?itok=69YOEA5i"
"Lace Fern","","Asparagus densiflorus cv sprengeri","Liliaceae","Dogs; Cats","","Allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/lace-fern","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/lace-fern-r.jpg?itok=DGNxX2qe"
